"Đơn vị","Lĩnh vực","Mã số TTHC","Tên TTHC","Phí, lệ phí","Số hiệu Quyết định Phê duyệt Danh mục TTHC","Số hiệu Quyết định Quy trình nội bộ","Nơi tiếp nhận hồ sơ và trả kết quả","Cấp thực hiện","Thẩm quyền giải quyết","Số hiệu Quyết định công bố danh mục DVCTT","Mức độ DVCTT hiện tại","Ghi chú"
"BQL","Đầu tư tại Việt nam","1.009768.000.00.00.H34","Thủ tục điều chỉnh dự án đầu tư theo bản án, quyết định của tòa án, trọng tài đối với dự án đầu tư đã được chấp thuận chủ trương đầu tư (Khoản 3 Điều 54 Nghị định số 31/2021/NĐ-CP)","Không","Quyết định số 291/QĐ-UBND ngày 08/6/2021","Quyết định số 365/QĐ-UBND ngày 15/7/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"BQL","Đầu tư tại Việt nam","1.009769.000.00.00.H34","Thủ tục điều chỉnh dự án đầu tư theo bản án, quyết định của tòa án, trọng tài đối với dự án đầu tư đã được cấp Giấy chứng nhận đăng ký đầu tư và không thuộc diện chấp thuận chủ trương đầu tư hoặc dự án đã được chấp thuận chủ trương đầu tư nhưng không thuộc trường hợp quy định tại khoản 3 Điều 41 của Luật Đầu tư (Khoản 4 Điều 54 Nghị định số 31/2021/NĐ-CP)","Không","Quyết định số 291/QĐ-UBND ngày 08/6/2021","Quyết định số 365/QĐ-UBND ngày 15/7/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","BQL Khu kinh tế tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"BQL","Đầu tư tại Việt nam","1.009770.000.00.00.H34","Thủ tục gia hạn thời hạn hoạt động của dự án đầu tư đối với dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc Ban Quản lý","Không","Quyết định số 291/QĐ-UBND ngày 08/6/2021","Quyết định số 365/QĐ-UBND ngày 15/7/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"BQL","Đầu tư tại Việt nam","1.009771.000.00.00.H34","Thủ tục ngừng hoạt động của dự án đối với dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc Ban Quản lý","Không","Quyết định số 291/QĐ-UBND ngày 08/6/2021","Quyết định số 365/QĐ-UBND ngày 15/7/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","BQL Khu kinh tế tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"BQL","Đầu tư tại Việt nam","1.009772.000.00.00.H34","Thủ tục chấm dứt hoạt động của dự án đầu tư","Không","Quyết định số 291/QĐ-UBND ngày 08/6/2021","Quyết định số 365/QĐ-UBND ngày 15/7/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","BQL Khu kinh tế tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"BQL","Đầu tư tại Việt nam","1.009774.000.00.00.H34","Thủ tục cấp lại hoặc hiệu đính Giấy chứng nhận đăng ký đầu tư (BQL)","Không","Quyết định số 291/QĐ-UBND ngày 08/6/2021","Quyết định số 365/QĐ-UBND ngày 15/7/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","BQL Khu kinh tế tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"BQL","Đầu tư tại Việt nam","1.009773.000.00.00.H34","Thủ tục đổi Giấy chứng nhận đăng ký đầu tư (BQL)","Không","Quyết định số 291/QĐ-UBND ngày 08/6/2021","Quyết định số 365/QĐ-UBND ngày 15/7/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","BQL Khu kinh tế tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"BQL","Đầu tư tại Việt nam","1.009775.000.00.00.H34","Thủ tục thực hiện hoạt động đầu tư theo hình thức góp vốn, mua cổ phần, mua phần vốn góp đối với nhà đầu tư nước ngoài (BQL)","Không","Quyết định số 291/QĐ-UBND ngày 08/6/2021","Quyết định số 365/QĐ-UBND ngày 15/7/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","BQL Khu kinh tế tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"BQL","Đầu tư tại Việt nam","1.009776.000.00.00.H34","Thủ tục thành lập văn phòng điều hành của nhà đầu tư nước ngoài trong hợp đồng BCC (BQL)","Không","Quyết định số 291/QĐ-UBND ngày 08/6/2021","Quyết định số 365/QĐ-UBND ngày 15/7/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","BQL Khu kinh tế tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"BQL","Đầu tư tại Việt nam","1.009777.000.00.00.H34","Thủ tục chấm dứt hoạt động văn phòng điều hành của nhà đầu tư nước ngoài trong hợp đồng BCC (BQL)","Không","Quyết định số 291/QĐ-UBND ngày 08/6/2021","Quyết định số 365/QĐ-UBND ngày 15/7/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","BQL Khu kinh tế tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
